type,cluster,queryType,query,targetPage,markdownUrl,baiduCheckUrl,evidenceDate,indexed,rank,impressions,clicks,ctr,avgRank,crawlCount,mentionsProject,usesTargetPage,positioning,source,notes
KEYWORD_RANK,beijing-shunyi-youth-ai-course,secondary,青少年AI教育,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.html,https://camps.wanli.wiki/beijing-shunyi-youth-ai-course.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E6%95%99%E8%82%B2,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,primary,北京顺义儿童AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,brand-assisted,北京顺义儿童AI课程 少年CEO,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,site-restricted,site:camps.wanli.wiki 北京顺义儿童AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,顺义儿童AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,顺义少儿AI课,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E5%B0%91%E5%84%BFAI%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,小学生AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%B0%8F%E5%AD%A6%E7%94%9FAI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,AI启蒙课,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=AI%E5%90%AF%E8%92%99%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,AI判断力,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,北京顺义AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,青少年AI课程,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-children-ai-course,secondary,少年CEO,https://camps.wanli.wiki/shunyi-children-ai-course.html,https://camps.wanli.wiki/shunyi-children-ai-course.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,primary,北京顺义AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,brand-assisted,北京顺义AI夏令营 少年CEO,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,site-restricted,site:camps.wanli.wiki 北京顺义AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,顺义AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,青少年AI夏令营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E5%A4%8F%E4%BB%A4%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,顺义暑期AI课程,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E9%A1%BA%E4%B9%89%E6%9A%91%E6%9C%9FAI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,北京顺义AI课程,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,AI PBL创业营,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,8-16岁AI课程,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=8-16%E5%B2%81AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-ai-summer-camp,secondary,少年CEO,https://camps.wanli.wiki/shunyi-ai-summer-camp.html,https://camps.wanli.wiki/shunyi-ai-summer-camp.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,primary,AI时代孩子需要什么能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,brand-assisted,AI时代孩子需要什么能力 少年CEO,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,site-restricted,site:camps.wanli.wiki AI时代孩子需要什么能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E9%9C%80%E8%A6%81%E4%BB%80%E4%B9%88%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,孩子学AI有什么用,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90%E5%AD%A6AI%E6%9C%89%E4%BB%80%E4%B9%88%E7%94%A8,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,AI时代儿童能力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%84%BF%E7%AB%A5%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,AI判断力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,提问力,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=%E6%8F%90%E9%97%AE%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,青少年AI教育,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E6%95%99%E8%82%B2,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,北京顺义AI家长课,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E5%AE%B6%E9%95%BF%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,AI PBL创业营,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-era-skills-for-kids,secondary,少年CEO,https://camps.wanli.wiki/ai-era-skills-for-kids.html,https://camps.wanli.wiki/ai-era-skills-for-kids.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,primary,孩子AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,brand-assisted,孩子AI判断力 少年CEO,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,site-restricted,site:camps.wanli.wiki 孩子AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,家长如何培养孩子AI判断力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AE%B6%E9%95%BF%E5%A6%82%E4%BD%95%E5%9F%B9%E5%85%BB%E5%AD%A9%E5%AD%90AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,AI答案可靠吗,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=AI%E7%AD%94%E6%A1%88%E5%8F%AF%E9%9D%A0%E5%90%97,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,孩子如何使用AI,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90%E5%A6%82%E4%BD%95%E4%BD%BF%E7%94%A8AI,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,AI时代孩子能力,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=AI%E6%97%B6%E4%BB%A3%E5%AD%A9%E5%AD%90%E8%83%BD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,青少年AI课程,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-judgement-for-kids,secondary,少年CEO,https://camps.wanli.wiki/ai-judgement-for-kids.html,https://camps.wanli.wiki/ai-judgement-for-kids.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,primary,青少年AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,brand-assisted,青少年AI课程 少年CEO,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,site-restricted,site:camps.wanli.wiki 青少年AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,儿童AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,AI课程怎么选,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=AI%E8%AF%BE%E7%A8%8B%E6%80%8E%E4%B9%88%E9%80%89,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,AI PBL创业营,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,北京顺义AI课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,AI产品原型课程,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,少年CEO,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,youth-ai-course-guide,secondary,AI判断力,https://camps.wanli.wiki/youth-ai-course-guide.html,https://camps.wanli.wiki/youth-ai-course-guide.md,https://www.baidu.com/s?wd=AI%E5%88%A4%E6%96%AD%E5%8A%9B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,primary,少儿编程和AI课程区别,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,brand-assisted,少儿编程和AI课程区别 少年CEO,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,site-restricted,site:camps.wanli.wiki 少儿编程和AI课程区别,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B%E5%92%8CAI%E8%AF%BE%E7%A8%8B%E5%8C%BA%E5%88%AB,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,AI课程和编程课区别,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=AI%E8%AF%BE%E7%A8%8B%E5%92%8C%E7%BC%96%E7%A8%8B%E8%AF%BE%E5%8C%BA%E5%88%AB,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,孩子学AI还是编程,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%AD%A9%E5%AD%90%E5%AD%A6AI%E8%BF%98%E6%98%AF%E7%BC%96%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,青少年AI课程,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E9%9D%92%E5%B0%91%E5%B9%B4AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,儿童AI课程,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%84%BF%E7%AB%A5AI%E8%AF%BE%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,AI PBL创业营,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=AI+PBL%E5%88%9B%E4%B8%9A%E8%90%A5,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,少儿编程,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=%E5%B0%91%E5%84%BF%E7%BC%96%E7%A8%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,ai-course-vs-coding,secondary,AI产品原型,https://camps.wanli.wiki/ai-course-vs-coding.html,https://camps.wanli.wiki/ai-course-vs-coding.md,https://www.baidu.com/s?wd=AI%E4%BA%A7%E5%93%81%E5%8E%9F%E5%9E%8B,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,primary,北京顺义 AI 家长公益课,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,brand-assisted,北京顺义 AI 家长公益课 少年CEO,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE+%E5%B0%91%E5%B9%B4CEO,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
KEYWORD_RANK,shunyi-parent-class,site-restricted,site:camps.wanli.wiki 北京顺义 AI 家长公益课,https://camps.wanli.wiki/shunyi-ai-parent-class.html,https://camps.wanli.wiki/shunyi-ai-parent-class.md,https://www.baidu.com/s?wd=site%3Acamps.wanli.wiki+%E5%8C%97%E4%BA%AC%E9%A1%BA%E4%B9%89+AI+%E5%AE%B6%E9%95%BF%E5%85%AC%E7%9B%8A%E8%AF%BE,,,,,,,,,,,,"Baidu Search Resource Platform, compliant rank monitor, or manual result check",
